entry_time,exit_time,side,entry_price,exit_price,reason,net_pnl
1787594700000,1787608500000,LONG,0.025487548500000002,0.0268771870125,structural_stop,52.64351878893921
1787648700000,1787657280000,LONG,0.025937593499999998,0.026777471985000002,structural_stop,31.364550156031413
1787688600000,1787690400000,LONG,0.0351545151,0.034596939959999996,structural_stop,-16.852767442381886
1787706600000,1787708880000,SHORT,0.0424437552,0.044374612017499995,structural_stop,-46.514875788105165
1787760000000,1787762760000,LONG,0.0365396536,0.035047144935,structural_stop,-41.82584982873226
1787794800000,1787797020000,SHORT,0.030146985,0.030755400232499997,structural_stop,-21.191718678210968
1787801100000,1787807460000,LONG,0.0306280625,0.03023577612,structural_stop,-13.851378545737338
1787817300000,1787819880000,LONG,0.031632162899999997,0.0312093037575,structural_stop,-14.5640390001357
1787847900000,1787848800000,SHORT,0.033019697699999996,0.033797429404999996,structural_stop,-24.56534508347421
1787918400000,1787918940000,LONG,0.056739673399999996,0.055394934952499995,structural_stop,-24.688294234634256
1787939400000,1787941800000,LONG,0.06234323369999999,0.0610017742125,structural_stop,-22.50656419601547
1787949300000,1787953200000,LONG,0.0624372431,0.062106763702500005,structural_stop,-6.29033860883654
1787956500000,1787961660000,SHORT,0.0622097784,0.0628008544575,structural_stop,-9.422676611218257
1787974500000,1787975160000,LONG,0.063076307,0.0621697574025,structural_stop,-15.365082006168345
1787990400000,1787990640000,SHORT,0.0630066987,0.063643013665,structural_stop,-11.104213291887575
1787990700000,1787992860000,LONG,0.0636283622,0.06288971039999999,structural_stop,-12.603040665723809
1788019500000,1788020820000,SHORT,0.0728697123,0.07542011625749999,structural_stop,-36.0170060912775
1788028500000,1788028560000,SHORT,0.075112488,0.07565736498,structural_stop,-8.25777341432223
1788036000000,1788047040000,LONG,0.0753845377,0.07444642961249999,structural_stop,-13.438081628724563
1788051000000,1788051780000,SHORT,0.0750214971,0.0757225464975,structural_stop,-10.349319185990364
1788082200000,1788088080000,SHORT,0.07277872140000001,0.07258475775,structural_stop,1.6664473913800246
1788158700000,1788159000000,SHORT,0.06756324300000001,0.068605609875,structural_stop,-16.435731207240774
1788226800000,1788228060000,LONG,0.0655505544,0.06372172719000001,structural_stop,-28.88554289321151
1788289500000,1788292380000,SHORT,0.0700149978,0.071437092995,structural_stop,-21.321449508029556
1788293100000,1788296340000,SHORT,0.068753124,0.06785028435,structural_stop,12.13818219845546
1788301800000,1788304500000,SHORT,0.06351364799999999,0.0656704913925,structural_stop,-34.975718324292444
1788315900000,1788316200000,SHORT,0.0633866607,0.0644998743425,structural_stop,-18.571051022746957
1788357900000,1788360840000,SHORT,0.069433056,0.0701828925875,structural_stop,-11.804817604366237
1788370800000,1788375900000,SHORT,0.0703159677,0.06972477178,structural_stop,7.41190894909629
1788404400000,1788408960000,SHORT,0.0682681725,0.06857098141250001,structural_stop,-5.3359756135651315
1788425400000,1788430320000,LONG,0.0705420535,0.07024060023749999,structural_stop,-5.27124702102344
1788455100000,1788461640000,LONG,0.0740544047,0.0739175825025,structural_stop,-2.846666473861495
1788523800000,1788525000000,LONG,0.0773017294,0.07685848838249999,structural_stop,-6.731041212530263
1788591000000,1788591540000,LONG,0.0806550647,0.07979916928500001,structural_stop,-11.606494092769454
1788611400000,1788615180000,SHORT,0.0867193272,0.085523101455,structural_stop,12.801120194489947
1788623100000,1788624120000,LONG,0.0881498141,0.08720927819999999,structural_stop,-11.714061863801609
1788632100000,1788632280000,LONG,0.08703670279999999,0.0865639677375,structural_stop,-6.428729257523566
1788645000000,1788645360000,LONG,0.0887718763,0.087767572365,structural_stop,-12.307655361932373
1788655500000,1788657960000,LONG,0.0888258817,0.0884302810875,structural_stop,-5.451436953130082
1788688200000,1788688440000,SHORT,0.0839226069,0.084347383895,structural_stop,-6.06406317911343
1788717600000,1788718860000,LONG,0.0753015294,0.0746842058325,structural_stop,-9.193922628565423
1788747300000,1788748500000,SHORT,0.07397460180000001,0.0743912633825,structural_stop,-6.635311352108439
1788876900000,1788877080000,SHORT,0.0587531241,0.05926872628,structural_stop,-9.780128529199434
